log_id,production_date,shift,equipment_id,product_code,planned_quantity,actual_quantity,good_quantity,defect_quantity,planned_time_min,actual_operating_time_min,setup_time_min,operator_id
LOG-01686,2024-04-08,주간,EQ-B03,PRD-004,699,701,,8,480,450.2,25.0,OP-014
LOG-01687,2024-04-08,주간,EQ-B04,PRD-006,1224,1239,1227.0,12,480,455.2,20.0,OP-002
LOG-01688,2024-04-08,주간,EQ-C01,PRD-001,816,718,714.0,4,480,395.4,25.0,OP-009
LOG-01689,2024-04-08,주간,EQ-C02,PRD-001,816,767,762.0,5,480,443.7,20.0,OP-002
LOG-01690,2024-04-08,주간,EQ-C03,PRD-004,699,641,631.0,10,480,406.1,20.0,OP-017
LOG-01691,2024-04-08,주간,EQ-C04,PRD-006,1224,1134,1123.0,11,480,428.3,20.0,OP-012
LOG-01692,2024-04-08,야간,EQ-A01,PRD-002,544,424,414.0,10,480,376.2,15.0,OP-003
LOG-01693,2024-04-08,야간,EQ-A02,PRD-003,979,736,725.0,11,480,334.6,25.0,OP-004
LOG-01694,2024-04-08,야간,EQ-A03,PRD-004,699,595,575.0,20,480,352.2,20.0,OP-013
LOG-01695,2024-04-08,야간,EQ-A04,PRD-003,979,801,786.0,15,480,348.5,25.0,OP-019
LOG-01696,2024-04-08,야간,EQ-B01,PRD-003,979,1007,993.0,14,480,441.1,20.0,OP-002
LOG-01697,2024-04-08,야간,EQ-B02,PRD-002,544,568,561.0,7,480,440.7,20.0,OP-005
LOG-01698,2024-04-08,야간,EQ-B03,PRD-004,699,687,667.0,20,480,412.4,20.0,OP-010
LOG-01699,2024-04-08,야간,EQ-B04,PRD-006,1224,1322,1321.0,1,480,455.2,20.0,OP-011
LOG-01700,2024-04-08,야간,EQ-C01,PRD-002,544,460,453.0,7,480,368.6,20.0,OP-011
LOG-01701,2024-04-08,야간,EQ-C02,PRD-002,544,534,525.0,9,480,417.3,25.0,OP-015
LOG-01702,2024-04-08,야간,EQ-C03,PRD-005,408,347,338.0,9,480,380.8,20.0,OP-008
LOG-01703,2024-04-08,야간,EQ-C04,PRD-003,979,985,978.0,7,480,419.9,25.0,OP-007
LOG-01704,2024-04-09,주간,EQ-A03,PRD-004,699,536,526.0,10,480,340.1,15.0,OP-019
LOG-01705,2024-04-09,주간,EQ-A04,PRD-003,979,846,843.0,3,480,379.3,30.0,OP-005
LOG-01706,2024-04-09,주간,EQ-B01,PRD-001,816,920,904.0,16,480,460.2,15.0,OP-006
LOG-01707,2024-04-09,주간,EQ-B02,PRD-002,544,560,551.0,9,480,425.0,25.0,OP-015
LOG-01708,2024-04-09,주간,EQ-B03,PRD-005,408,334,328.0,6,480,382.8,30.0,OP-014
LOG-01709,2024-04-09,주간,EQ-B04,PRD-003,979,869,861.0,8,480,386.8,40.0,OP-018
LOG-01710,2024-04-09,주간,EQ-C01,PRD-002,544,551,548.0,3,480,432.2,30.0,OP-007
LOG-01711,2024-04-09,주간,EQ-C02,PRD-002,544,547,535.0,12,480,444.9,15.0,OP-010
LOG-01712,2024-04-09,주간,EQ-C03,PRD-005,408,389,378.0,11,480,432.1,15.0,OP-009
LOG-01713,2024-04-09,주간,EQ-C04,PRD-003,979,744,735.0,9,480,345.9,30.0,OP-003
LOG-01714,2024-04-09,야간,EQ-A02,PRD-001,816,680,667.0,13,480,357.6,20.0,OP-010
LOG-01715,2024-04-09,야간,EQ-A03,PRD-004,699,515,497.0,18,480,336.9,20.0,OP-007
LOG-01716,2024-04-09,야간,EQ-A04,PRD-006,1224,1061,1060.0,1,480,392.3,,OP-005
LOG-01717,2024-04-09,야간,EQ-B02,PRD-001,816,836,829.0,7,480,443.7,15.0,OP-008
LOG-01718,2024-04-09,야간,EQ-B03,PRD-005,408,368,361.0,7,480,411.6,25.0,OP-013
LOG-01719,2024-04-09,야간,EQ-B04,PRD-003,979,1067,1053.0,14,480,450.2,25.0,OP-010
LOG-01720,2024-04-09,야간,EQ-C01,PRD-002,544,485,477.0,8,480,387.2,15.0,OP-006
LOG-01721,2024-04-09,야간,EQ-C02,PRD-001,816,817,804.0,13,480,430.6,25.0,OP-013
LOG-01722,2024-04-09,야간,EQ-C03,PRD-005,408,316,309.0,7,480,369.4,30.0,OP-018
LOG-01723,2024-04-09,야간,EQ-C04,PRD-003,979,936,931.0,5,480,417.9,15.0,OP-004
LOG-01724,2024-04-10,주간,EQ-A01,PRD-002,544,489,478.0,11,480,392.6,15.0,OP-004
LOG-01725,2024-04-10,주간,EQ-A02,PRD-001,816,742,726.0,16,480,395.1,15.0,OP-004
LOG-01726,2024-04-10,주간,EQ-A03,PRD-004,699,514,497.0,17,480,331.8,40.0,OP-002
LOG-01727,2024-04-10,주간,EQ-A04,PRD-003,979,788,782.0,6,480,384.4,20.0,OP-005
LOG-01728,2024-04-10,주간,EQ-B01,PRD-001,816,794,789.0,5,480,397.9,15.0,OP-013
LOG-01729,2024-04-10,주간,EQ-B03,PRD-005,408,418,411.0,7,480,455.2,20.0,OP-003
LOG-01730,2024-04-10,주간,EQ-B04,PRD-006,1224,1222,1211.0,11,480,455.2,20.0,OP-003
LOG-01731,2024-04-10,주간,EQ-C01,PRD-001,816,801,786.0,15,480,431.8,20.0,OP-003
LOG-01732,2024-04-10,주간,EQ-C02,PRD-001,816,760,746.0,14,480,386.1,40.0,OP-015
LOG-01733,2024-04-10,주간,EQ-C03,PRD-004,699,657,638.0,19,480,421.7,15.0,OP-003
LOG-01734,2024-04-10,주간,EQ-C04,PRD-006,1224,1050,1037.0,13,480,393.0,,OP-004
LOG-01735,2024-04-10,야간,EQ-A01,PRD-001,816,629,615.0,14,480,363.9,30.0,OP-015
LOG-01736,2024-04-10,야간,EQ-A02,PRD-001,816,755,737.0,18,480,422.8,15.0,OP-006
LOG-01737,2024-04-10,야간,EQ-A03,PRD-005,408,285,274.0,11,480,336.2,15.0,OP-013
LOG-01738,2024-04-10,야간,EQ-A04,PRD-006,1224,939,923.0,16,480,,20.0,OP-001
LOG-01739,2024-04-10,야간,EQ-B01,PRD-002,544,554,546.0,8,480,450.2,,OP-014
LOG-01740,2024-04-10,야간,EQ-B02,PRD-001,816,735,732.0,3,480,390.1,30.0,OP-012
LOG-01741,2024-04-10,야간,EQ-B03,PRD-004,699,735,719.0,16,480,450.2,25.0,OP-006
LOG-01742,2024-04-10,야간,EQ-B04,PRD-006,1224,1191,1190.0,1,480,417.3,15.0,OP-009
LOG-01743,2024-04-10,야간,EQ-C01,PRD-002,544,473,462.0,11,480,372.3,25.0,OP-005
LOG-01744,2024-04-10,야간,EQ-C02,PRD-001,816,702,693.0,9,480,394.8,30.0,OP-020
LOG-01745,2024-04-10,야간,EQ-C03,PRD-004,699,604,589.0,15,480,386.8,15.0,OP-010
LOG-01746,2024-04-10,야간,EQ-C04,PRD-006,1224,1123,1112.0,11,480,414.0,25.0,OP-014
LOG-01747,2024-04-11,주간,EQ-A01,PRD-003,979,713,703.0,10,480,340.6,20.0,OP-016
LOG-01748,2024-04-11,주간,EQ-A02,PRD-001,816,688,675.0,13,480,397.3,,OP-003
LOG-01749,2024-04-11,주간,EQ-A03,PRD-005,408,306,297.0,9,480,364.1,15.0,OP-013
LOG-01750,2024-04-11,주간,EQ-A04,PRD-003,979,815,811.0,4,480,393.8,20.0,OP-014
LOG-01751,2024-04-11,주간,EQ-B01,PRD-001,816,733,725.0,8,480,399.6,,OP-017
LOG-01752,2024-04-11,주간,EQ-B02,PRD-001,816,787,778.0,9,480,395.0,30.0,OP-018
LOG-01753,2024-04-11,주간,EQ-B03,PRD-004,699,678,663.0,15,480,395.7,25.0,OP-013
LOG-01754,2024-04-11,주간,EQ-B04,PRD-006,1224,1341,1326.0,15,480,460.2,15.0,OP-016
LOG-01755,2024-04-11,주간,EQ-C01,PRD-003,979,902,885.0,17,480,409.2,15.0,OP-016
LOG-01756,2024-04-11,주간,EQ-C02,PRD-002,544,476,466.0,10,480,374.0,15.0,OP-019
LOG-01757,2024-04-11,주간,EQ-C03,PRD-005,408,381,370.0,11,480,413.9,20.0,OP-013
LOG-01758,2024-04-11,주간,EQ-C04,PRD-006,1224,1203,1187.0,16,480,410.5,15.0,OP-006
LOG-01759,2024-04-11,야간,EQ-A01,PRD-001,816,647,632.0,15,480,394.8,15.0,OP-011
LOG-01760,2024-04-11,야간,EQ-A02,PRD-003,979,823,807.0,16,480,369.2,20.0,OP-008
LOG-01761,2024-04-11,야간,EQ-A03,PRD-004,699,467,452.0,15,480,309.9,40.0,OP-009
LOG-01762,2024-04-11,야간,EQ-A04,PRD-003,979,807,795.0,12,480,348.1,20.0,OP-016
LOG-01763,2024-04-11,야간,EQ-B01,PRD-003,979,966,952.0,14,480,422.1,25.0,OP-012
LOG-01764,2024-04-11,야간,EQ-B02,PRD-003,979,984,981.0,3,480,427.6,30.0,OP-008
LOG-01765,2024-04-11,야간,EQ-B04,PRD-003,979,1089,1086.0,3,480,455.1,20.0,OP-004
LOG-01766,2024-04-11,야간,EQ-C01,PRD-001,816,658,644.0,14,480,330.1,40.0,OP-008
LOG-01767,2024-04-11,야간,EQ-C02,PRD-002,544,497,481.0,16,480,394.2,40.0,OP-018
LOG-01768,2024-04-11,야간,EQ-C03,PRD-004,699,656,634.0,22,480,405.6,15.0,OP-008
LOG-01769,2024-04-11,야간,EQ-C04,PRD-006,1224,1024,1011.0,13,480,386.5,20.0,OP-012
LOG-01770,2024-04-12,주간,EQ-A02,PRD-001,816,690,679.0,11,480,392.3,15.0,OP-006
LOG-01771,2024-04-12,주간,EQ-A03,PRD-004,699,625,604.0,21,480,374.4,20.0,OP-019
LOG-01772,2024-04-12,주간,EQ-A04,PRD-006,1224,1126,1115.0,11,480,396.2,25.0,OP-012
LOG-01773,2024-04-12,주간,EQ-B02,PRD-003,979,1092,1089.0,3,480,455.2,20.0,OP-001
LOG-01774,2024-04-12,주간,EQ-B03,PRD-005,408,448,436.0,12,480,455.2,,OP-019
LOG-01775,2024-04-12,주간,EQ-B04,PRD-003,979,911,904.0,7,480,445.8,20.0,OP-019
LOG-01776,2024-04-12,주간,EQ-C01,PRD-001,816,725,721.0,4,480,412.8,25.0,OP-016
LOG-01777,2024-04-12,주간,EQ-C02,PRD-003,979,865,860.0,5,480,401.1,20.0,OP-010
LOG-01778,2024-04-12,주간,EQ-C03,PRD-004,699,660,649.0,11,480,404.3,30.0,OP-016
LOG-01779,2024-04-12,주간,EQ-C04,PRD-003,979,910,905.0,5,480,411.5,20.0,OP-003
LOG-01780,2024-04-12,야간,EQ-A01,PRD-001,816,644,630.0,14,480,322.4,30.0,OP-008
LOG-01781,2024-04-12,야간,EQ-A02,PRD-003,979,756,754.0,2,480,363.7,20.0,OP-008
LOG-01782,2024-04-12,야간,EQ-A03,PRD-004,699,513,498.0,15,480,317.3,15.0,OP-017
LOG-01783,2024-04-12,야간,EQ-A04,PRD-006,1224,865,856.0,9,480,345.7,15.0,OP-001
LOG-01784,2024-04-12,야간,EQ-B01,PRD-002,544,492,485.0,7,480,395.1,30.0,OP-020
LOG-01785,2024-04-12,야간,EQ-B02,PRD-001,816,734,727.0,7,480,377.7,30.0,OP-005
LOG-01786,2024-04-12,야간,EQ-B03,PRD-005,408,426,419.0,7,480,444.6,,OP-006
LOG-01787,2024-04-12,야간,EQ-B04,PRD-006,1224,1079,1064.0,15,480,,40.0,OP-002
LOG-01788,2024-04-12,야간,EQ-C01,PRD-001,816,728,721.0,7,480,425.0,25.0,OP-005
LOG-01789,2024-04-12,야간,EQ-C02,PRD-003,979,887,878.0,9,480,387.2,20.0,OP-005
LOG-01790,2024-04-12,야간,EQ-C03,PRD-004,699,581,561.0,20,480,386.8,,OP-017
LOG-01791,2024-04-12,야간,EQ-C04,PRD-006,1224,1144,1137.0,7,480,397.2,25.0,OP-003
LOG-01792,2024-04-13,주간,EQ-A01,PRD-002,544,518,508.0,10,480,407.2,30.0,OP-013
LOG-01793,2024-04-13,주간,EQ-A02,PRD-003,979,824,820.0,4,480,372.3,20.0,OP-004
LOG-01794,2024-04-13,주간,EQ-A04,PRD-006,1224,984,969.0,15,480,362.1,30.0,OP-010
LOG-01795,2024-04-13,주간,EQ-B01,PRD-002,544,566,561.0,5,480,438.5,20.0,OP-005
LOG-01796,2024-04-13,주간,EQ-B02,PRD-001,816,882,877.0,5,480,441.5,,OP-014
LOG-01797,2024-04-13,주간,EQ-B03,PRD-005,408,415,405.0,10,480,450.0,15.0,OP-011
LOG-01798,2024-04-13,주간,EQ-B04,PRD-003,979,1097,1083.0,14,480,457.1,15.0,OP-018
LOG-01799,2024-04-13,주간,EQ-C01,PRD-003,979,874,870.0,4,480,386.2,15.0,OP-020
LOG-01800,2024-04-13,주간,EQ-C02,PRD-002,544,499,488.0,11,480,398.1,15.0,OP-008
LOG-01801,2024-04-13,주간,EQ-C03,PRD-004,699,667,651.0,16,480,,30.0,OP-013
LOG-01802,2024-04-13,주간,EQ-C04,PRD-006,1224,1144,1135.0,9,480,411.3,20.0,OP-010
LOG-01803,2024-04-15,주간,EQ-A01,PRD-001,816,751,736.0,15,480,430.1,20.0,OP-006
LOG-01804,2024-04-15,주간,EQ-A02,PRD-003,979,721,714.0,7,480,343.7,30.0,OP-001
LOG-01805,2024-04-15,주간,EQ-A03,PRD-005,408,296,289.0,7,480,318.1,25.0,OP-019
LOG-01806,2024-04-15,주간,EQ-A04,PRD-003,979,756,745.0,11,480,,15.0,OP-006
LOG-01807,2024-04-15,주간,EQ-B02,PRD-003,979,928,918.0,10,480,393.8,20.0,OP-011
LOG-01808,2024-04-15,주간,EQ-B03,PRD-004,699,601,591.0,10,480,410.6,20.0,OP-019
LOG-01809,2024-04-15,주간,EQ-B04,PRD-003,979,867,860.0,7,480,392.9,20.0,OP-016
LOG-01810,2024-04-15,주간,EQ-C01,PRD-001,816,808,800.0,8,480,432.8,15.0,OP-011
LOG-01811,2024-04-15,주간,EQ-C02,PRD-003,979,925,921.0,4,480,404.6,20.0,OP-003
LOG-01812,2024-04-15,주간,EQ-C04,PRD-003,979,803,794.0,9,480,401.7,25.0,OP-012
LOG-01813,2024-04-15,야간,EQ-A01,PRD-002,544,447,437.0,10,480,379.3,20.0,OP-006
LOG-01814,2024-04-15,야간,EQ-A02,PRD-003,979,834,825.0,9,480,379.7,25.0,OP-003
LOG-01815,2024-04-15,야간,EQ-A03,PRD-005,408,341,330.0,11,480,359.6,15.0,OP-015
LOG-01816,2024-04-15,야간,EQ-A04,PRD-003,979,796,783.0,13,480,372.5,25.0,OP-009
LOG-01817,2024-04-15,야간,EQ-B01,PRD-001,816,796,783.0,13,480,398.1,20.0,OP-008
LOG-01818,2024-04-15,야간,EQ-B02,PRD-003,979,975,969.0,6,480,438.9,20.0,OP-003
LOG-01819,2024-04-15,야간,EQ-B03,PRD-005,408,371,366.0,5,480,,15.0,OP-009
LOG-01820,2024-04-15,야간,EQ-B04,PRD-003,979,959,945.0,14,480,426.9,25.0,OP-001
LOG-01821,2024-04-15,야간,EQ-C01,PRD-001,816,672,662.0,10,480,368.7,15.0,OP-013
LOG-01822,2024-04-15,야간,EQ-C02,PRD-002,544,430,422.0,8,480,342.4,25.0,OP-014
LOG-01823,2024-04-15,야간,EQ-C03,PRD-004,699,623,611.0,12,480,376.7,25.0,OP-014
LOG-01824,2024-04-15,야간,EQ-C04,PRD-006,1224,1109,1096.0,13,480,386.0,20.0,OP-013
LOG-01825,2024-04-16,주간,EQ-A02,PRD-002,544,408,401.0,7,480,350.7,30.0,OP-018
LOG-01826,2024-04-16,주간,EQ-A03,PRD-005,408,301,292.0,9,480,322.0,15.0,OP-004
LOG-01827,2024-04-16,주간,EQ-A04,PRD-006,1224,972,954.0,18,480,367.8,15.0,OP-019
LOG-01828,2024-04-16,주간,EQ-B01,PRD-003,979,860,848.0,12,480,358.4,40.0,OP-008
LOG-01829,2024-04-16,주간,EQ-B02,PRD-001,816,774,770.0,4,480,397.5,25.0,OP-015
LOG-01830,2024-04-16,주간,EQ-B03,PRD-004,699,755,741.0,14,480,445.2,30.0,OP-002
LOG-01831,2024-04-16,주간,EQ-B04,PRD-006,1224,1276,1258.0,18,480,425.4,20.0,OP-001
LOG-01832,2024-04-16,주간,EQ-C02,PRD-002,544,476,472.0,4,480,393.5,30.0,OP-009
LOG-01833,2024-04-16,주간,EQ-C03,PRD-004,699,659,648.0,11,480,425.4,15.0,OP-003
LOG-01834,2024-04-16,주간,EQ-C04,PRD-006,1224,1010,1007.0,3,480,381.1,20.0,OP-006
LOG-01835,2024-04-16,야간,EQ-A01,PRD-002,544,459,449.0,10,480,388.3,15.0,OP-006
LOG-01836,2024-04-16,야간,EQ-A03,PRD-004,699,486,468.0,18,480,330.6,25.0,OP-018
LOG-01837,2024-04-16,야간,EQ-A04,PRD-003,979,768,760.0,8,480,330.3,25.0,OP-011
LOG-01838,2024-04-16,야간,EQ-B01,PRD-003,979,952,941.0,11,480,411.7,25.0,OP-020
LOG-01839,2024-04-16,야간,EQ-B02,PRD-002,544,574,566.0,8,480,450.2,25.0,OP-001
LOG-01840,2024-04-16,야간,EQ-B03,PRD-005,408,382,375.0,7,480,393.1,25.0,OP-006
LOG-01841,2024-04-16,야간,EQ-B04,PRD-006,1224,1219,1198.0,21,480,406.4,25.0,OP-006
LOG-01842,2024-04-16,야간,EQ-C01,PRD-001,816,662,651.0,11,480,371.9,15.0,OP-004
LOG-01843,2024-04-16,야간,EQ-C02,PRD-002,544,555,545.0,10,480,448.1,20.0,OP-007
LOG-01844,2024-04-16,야간,EQ-C03,PRD-004,699,535,521.0,14,480,354.2,20.0,OP-014
LOG-01845,2024-04-17,주간,EQ-A01,PRD-003,979,820,809.0,11,480,383.3,15.0,OP-018
LOG-01846,2024-04-17,주간,EQ-A02,PRD-003,979,819,809.0,10,480,368.1,25.0,OP-018
LOG-01847,2024-04-17,주간,EQ-A03,PRD-005,408,299,291.0,8,480,322.1,15.0,OP-010
LOG-01848,2024-04-17,주간,EQ-A04,PRD-006,1224,1071,1068.0,3,480,403.2,20.0,OP-008
LOG-01849,2024-04-17,주간,EQ-B02,PRD-001,816,771,767.0,4,480,402.8,30.0,OP-002
LOG-01850,2024-04-17,주간,EQ-B03,PRD-005,408,404,397.0,7,480,427.4,15.0,OP-019
LOG-01851,2024-04-17,주간,EQ-B04,PRD-006,1224,1297,1289.0,8,480,455.2,20.0,OP-005
LOG-01852,2024-04-17,주간,EQ-C01,PRD-001,816,689,679.0,10,480,392.4,25.0,OP-012
LOG-01853,2024-04-17,주간,EQ-C02,PRD-001,816,790,778.0,12,480,398.1,25.0,OP-014
LOG-01854,2024-04-17,주간,EQ-C03,PRD-004,699,656,642.0,14,480,407.5,15.0,OP-010
LOG-01855,2024-04-17,야간,EQ-A01,PRD-003,979,718,707.0,11,480,348.3,25.0,OP-020
LOG-01856,2024-04-17,야간,EQ-A02,PRD-002,544,505,493.0,12,480,400.7,30.0,OP-007
LOG-01857,2024-04-17,야간,EQ-A03,PRD-004,699,555,536.0,19,480,359.9,30.0,OP-001
LOG-01858,2024-04-17,야간,EQ-A04,PRD-003,979,736,730.0,6,480,356.2,20.0,OP-006
LOG-01859,2024-04-17,야간,EQ-B01,PRD-003,979,902,897.0,5,480,399.4,30.0,OP-010
LOG-01860,2024-04-17,야간,EQ-B02,PRD-001,816,769,763.0,6,480,389.1,20.0,OP-016
LOG-01861,2024-04-17,야간,EQ-B03,PRD-004,699,690,676.0,14,480,424.0,25.0,OP-010
LOG-01862,2024-04-17,야간,EQ-B04,PRD-006,1224,1102,1091.0,11,480,391.0,20.0,OP-016
LOG-01863,2024-04-17,야간,EQ-C01,PRD-002,544,464,458.0,6,480,381.7,25.0,OP-009
LOG-01864,2024-04-17,야간,EQ-C02,PRD-001,816,763,754.0,9,480,409.7,25.0,OP-018
LOG-01865,2024-04-17,야간,EQ-C03,PRD-005,408,351,344.0,7,480,360.1,15.0,OP-006
LOG-01866,2024-04-17,야간,EQ-C04,PRD-006,1224,1125,1107.0,18,480,408.4,20.0,OP-013
LOG-01867,2024-04-18,주간,EQ-A01,PRD-002,544,460,447.0,13,480,384.7,20.0,OP-006
LOG-01868,2024-04-18,주간,EQ-A02,PRD-002,544,458,445.0,13,480,378.5,20.0,OP-002
LOG-01869,2024-04-18,주간,EQ-A03,PRD-005,408,337,327.0,10,480,373.4,15.0,OP-015
LOG-01870,2024-04-18,주간,EQ-A04,PRD-006,1224,981,962.0,19,480,374.0,30.0,OP-009
LOG-01871,2024-04-18,주간,EQ-B01,PRD-001,816,906,894.0,12,480,453.5,20.0,OP-009
LOG-01872,2024-04-18,주간,EQ-B02,PRD-003,979,202,200.0,2,480,421.3,20.0,OP-002
LOG-01873,2024-04-18,주간,EQ-B03,PRD-004,699,607,601.0,6,480,406.0,30.0,OP-004
LOG-01874,2024-04-18,주간,EQ-B04,PRD-003,979,1022,1012.0,10,480,460.2,15.0,OP-012
LOG-01875,2024-04-18,주간,EQ-C01,PRD-003,979,921,918.0,3,480,408.8,25.0,OP-014
LOG-01876,2024-04-18,주간,EQ-C02,PRD-003,979,924,919.0,5,480,420.5,20.0,OP-008
LOG-01877,2024-04-18,주간,EQ-C03,PRD-004,699,619,610.0,9,480,399.9,30.0,OP-013
LOG-01878,2024-04-18,주간,EQ-C04,PRD-006,1224,1095,1093.0,2,480,412.8,30.0,OP-018
LOG-01879,2024-04-18,야간,EQ-A02,PRD-003,979,785,777.0,8,480,364.9,25.0,OP-016
LOG-01880,2024-04-18,야간,EQ-A03,PRD-004,699,415,403.0,12,480,278.2,15.0,OP-016
LOG-01881,2024-04-18,야간,EQ-A04,PRD-006,1224,992,974.0,18,480,372.3,40.0,OP-003
LOG-01882,2024-04-18,야간,EQ-B01,PRD-002,544,501,491.0,10,480,388.3,40.0,OP-002
LOG-01883,2024-04-18,야간,EQ-B02,PRD-003,979,970,965.0,5,480,426.4,15.0,OP-019
LOG-01884,2024-04-18,야간,EQ-B03,PRD-004,699,699,675.0,24,480,435.7,15.0,OP-004
LOG-01885,2024-04-18,야간,EQ-B04,PRD-006,1224,1320,1317.0,3,480,450.2,25.0,OP-006
LOG-01886,2024-04-18,야간,EQ-C02,PRD-001,816,831,816.0,15,480,423.0,30.0,OP-007
LOG-01887,2024-04-18,야간,EQ-C03,PRD-004,699,575,558.0,17,480,386.2,30.0,OP-005
LOG-01888,2024-04-18,야간,EQ-C04,PRD-003,979,877,874.0,3,480,399.2,15.0,OP-014
LOG-01889,2024-04-19,주간,EQ-A01,PRD-001,816,695,682.0,13,480,361.4,25.0,OP-014
LOG-01890,2024-04-19,주간,EQ-A02,PRD-001,816,675,666.0,9,480,381.6,20.0,OP-005
LOG-01891,2024-04-19,주간,EQ-A03,PRD-005,408,320,308.0,12,480,333.2,15.0,OP-011
LOG-01892,2024-04-19,주간,EQ-A04,PRD-003,979,830,824.0,6,480,389.3,30.0,OP-003
LOG-01893,2024-04-19,주간,EQ-B02,PRD-002,544,606,595.0,11,480,455.2,20.0,OP-018
LOG-01894,2024-04-19,주간,EQ-B03,PRD-005,408,424,418.0,6,480,450.4,20.0,OP-018
LOG-01895,2024-04-19,주간,EQ-B04,PRD-006,1224,1218,1211.0,7,480,431.9,20.0,OP-009
LOG-01896,2024-04-19,주간,EQ-C01,PRD-003,979,998,996.0,2,480,416.1,20.0,OP-015
LOG-01897,2024-04-19,주간,EQ-C02,PRD-001,816,760,754.0,6,480,411.6,30.0,OP-020
LOG-01898,2024-04-19,주간,EQ-C03,PRD-005,408,430,419.0,11,480,448.0,20.0,OP-004
LOG-01899,2024-04-19,주간,EQ-C04,PRD-006,1224,1055,1045.0,10,480,372.9,20.0,OP-005
LOG-01900,2024-04-19,야간,EQ-A01,PRD-001,816,638,623.0,15,480,368.4,20.0,OP-019
LOG-01901,2024-04-19,야간,EQ-A02,PRD-003,979,762,755.0,7,480,388.4,20.0,OP-019
LOG-01902,2024-04-19,야간,EQ-A03,PRD-004,699,448,435.0,13,480,303.4,40.0,OP-004
LOG-01903,2024-04-19,야간,EQ-A04,PRD-003,979,753,742.0,11,480,348.4,20.0,OP-010
LOG-01904,2024-04-19,야간,EQ-B01,PRD-003,979,1026,1016.0,10,480,458.8,15.0,OP-012
LOG-01905,2024-04-19,야간,EQ-B02,PRD-002,544,476,467.0,9,480,403.7,25.0,OP-009
LOG-01906,2024-04-19,야간,EQ-B03,PRD-005,408,363,353.0,10,480,400.2,30.0,OP-016
LOG-01907,2024-04-19,야간,EQ-B04,PRD-006,1224,1327,1325.0,2,480,455.1,15.0,OP-002
LOG-01908,2024-04-19,야간,EQ-C01,PRD-001,816,768,760.0,8,480,406.1,20.0,OP-009
LOG-01909,2024-04-19,야간,EQ-C03,PRD-005,408,427,413.0,14,480,455.2,20.0,OP-005
LOG-01910,2024-04-19,야간,EQ-C04,PRD-006,1224,953,948.0,5,480,368.8,,OP-002
LOG-01911,2024-04-20,주간,EQ-A01,PRD-002,544,444,435.0,9,480,397.2,15.0,OP-011
LOG-01912,2024-04-20,주간,EQ-A02,PRD-003,979,780,768.0,12,480,380.7,30.0,OP-008
LOG-01913,2024-04-20,주간,EQ-A03,PRD-004,699,621,604.0,17,480,400.7,20.0,OP-016
LOG-01914,2024-04-20,주간,EQ-A04,PRD-006,1224,1110,1094.0,16,480,388.9,20.0,OP-012
LOG-01915,2024-04-20,주간,EQ-B01,PRD-001,816,860,852.0,8,480,450.2,25.0,OP-011
LOG-01916,2024-04-20,주간,EQ-B02,PRD-002,544,561,557.0,4,480,432.0,30.0,OP-010
LOG-01917,2024-04-20,주간,EQ-B03,PRD-005,408,400,392.0,8,480,424.1,40.0,OP-016
LOG-01918,2024-04-20,주간,EQ-B04,PRD-003,979,929,919.0,10,480,417.2,30.0,OP-008
LOG-01919,2024-04-20,주간,EQ-C02,PRD-001,816,870,863.0,7,480,435.4,25.0,OP-010
LOG-01920,2024-04-20,주간,EQ-C03,PRD-005,408,354,343.0,11,480,397.2,25.0,OP-011
LOG-01921,2024-04-20,주간,EQ-C04,PRD-006,1224,1246,1233.0,13,480,424.8,20.0,OP-014
LOG-01922,2024-04-22,주간,EQ-A01,PRD-003,979,837,825.0,12,480,391.3,20.0,OP-003
LOG-01923,2024-04-22,주간,EQ-A02,PRD-001,816,714,706.0,8,480,401.4,15.0,OP-015
LOG-01924,2024-04-22,주간,EQ-A03,PRD-004,699,518,500.0,18,480,333.5,,OP-014
LOG-01925,2024-04-22,주간,EQ-B01,PRD-003,979,1017,1003.0,14,480,443.2,20.0,OP-016
LOG-01926,2024-04-22,주간,EQ-B02,PRD-003,979,986,984.0,2,480,416.8,30.0,OP-012
LOG-01927,2024-04-22,주간,EQ-B03,PRD-004,699,688,675.0,13,480,407.9,30.0,OP-017
LOG-01928,2024-04-22,주간,EQ-B04,PRD-003,979,1021,1008.0,13,480,,15.0,OP-003
LOG-01929,2024-04-22,주간,EQ-C01,PRD-002,544,519,510.0,9,480,432.4,15.0,OP-017
LOG-01930,2024-04-22,주간,EQ-C02,PRD-002,544,487,480.0,7,480,392.9,40.0,OP-005
LOG-01931,2024-04-22,주간,EQ-C03,PRD-004,699,706,697.0,9,480,440.3,20.0,OP-006
LOG-01932,2024-04-22,주간,EQ-C04,PRD-003,979,868,859.0,9,480,406.3,20.0,OP-007
LOG-01933,2024-04-22,야간,EQ-A01,PRD-001,816,664,653.0,11,480,366.3,20.0,OP-008
LOG-01934,2024-04-22,야간,EQ-A02,PRD-001,816,763,744.0,19,480,402.2,20.0,OP-015
LOG-01935,2024-04-22,야간,EQ-A03,PRD-004,699,498,482.0,16,480,334.2,25.0,OP-012
LOG-01936,2024-04-22,야간,EQ-A04,PRD-003,979,824,813.0,11,480,367.9,,OP-009
LOG-01937,2024-04-22,야간,EQ-B01,PRD-002,544,541,532.0,9,480,406.2,25.0,OP-015
