operation_id,equipment_id,start_time,end_time,operation_status,stop_reason,stop_category,operator_id,notes,created_at
1465,INJ-002,2024-02-10 11:39:27,2024-02-10 12:03:57,IDLE,점심시간,계획정지,OP002,,2026-01-30 00:43:53
1466,INJ-002,2024-02-10 12:13:57,2024-02-10 12:45:51,IDLE,작업 지시 대기,기타,OP001,,2026-01-30 00:43:53
1467,INJ-002,2024-02-10 12:48:51,2024-02-10 16:38:55,RUNNING,,,OP010,,2026-01-30 00:43:53
1468,INJ-002,2024-02-10 16:48:55,2024-02-10 20:35:04,RUNNING,,,OP001,,2026-01-30 00:43:53
1469,INJ-002,2024-02-10 20:45:04,2024-02-10 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
1470,PRESS-001,2024-02-10 08:00:00,2024-02-10 09:01:13,SETUP,시운전,계획정지,OP010,,2026-01-30 00:43:53
1471,PRESS-001,2024-02-10 09:04:13,2024-02-10 10:34:51,RUNNING,,,OP003,,2026-01-30 00:43:53
1472,PRESS-001,2024-02-10 10:44:51,2024-02-10 14:04:03,RUNNING,,,OP010,,2026-01-30 00:43:53
1473,PRESS-001,2024-02-10 14:12:03,2024-02-10 14:33:12,IDLE,작업 지시 대기,기타,OP002,,2026-01-30 00:43:53
1474,PRESS-001,2024-02-10 14:38:12,2024-02-10 16:46:58,RUNNING,,,OP010,,2026-01-30 00:43:53
1475,PRESS-001,2024-02-10 16:53:58,2024-02-10 17:26:03,IDLE,전공정 대기,기타,OP002,,2026-01-30 00:43:53
1476,PRESS-001,2024-02-10 17:33:03,2024-02-10 19:35:42,BREAKDOWN,센서 오류,고장정지,OP009,,2026-01-30 00:43:53
1477,PRESS-001,2024-02-10 19:39:42,2024-02-10 20:55:08,RUNNING,,,OP010,,2026-01-30 00:43:53
1478,PRESS-002,2024-02-10 08:00:00,2024-02-10 08:46:14,IDLE,점심시간,계획정지,OP002,,2026-01-30 00:43:53
1479,PRESS-002,2024-02-10 08:53:14,2024-02-10 09:57:55,MAINTENANCE,정기 점검,계획정지,OP009,,2026-01-30 00:43:53
1480,PRESS-002,2024-02-10 10:01:55,2024-02-10 14:01:20,RUNNING,,,OP003,,2026-01-30 00:43:53
1481,PRESS-002,2024-02-10 14:11:20,2024-02-10 14:47:33,IDLE,자재 대기,자재대기,OP003,,2026-01-30 00:43:53
1482,PRESS-002,2024-02-10 14:54:33,2024-02-10 17:55:23,RUNNING,,,OP010,,2026-01-30 00:43:53
1483,PRESS-002,2024-02-10 17:58:23,2024-02-10 18:22:52,IDLE,휴식,계획정지,OP002,,2026-01-30 00:43:53
1484,PRESS-002,2024-02-10 18:31:52,2024-02-10 22:09:54,RUNNING,,,OP003,,2026-01-30 00:43:53
1485,ASM-001,2024-02-10 08:00:00,2024-02-10 09:25:31,RUNNING,,,OP010,,2026-01-30 00:43:53
1486,ASM-001,2024-02-10 09:27:31,2024-02-10 11:57:22,RUNNING,,,OP002,,2026-01-30 00:43:53
1487,ASM-001,2024-02-10 12:02:22,2024-02-10 12:43:48,IDLE,자재 대기,자재대기,OP003,,2026-01-30 00:43:53
1488,ASM-001,2024-02-10 12:48:48,2024-02-10 16:29:28,RUNNING,,,OP010,,2026-01-30 00:43:53
1489,ASM-001,2024-02-10 16:35:28,2024-02-10 16:50:02,IDLE,휴식,계획정지,OP010,,2026-01-30 00:43:53
1490,ASM-001,2024-02-10 16:53:02,2024-02-10 17:59:29,RUNNING,,,OP002,,2026-01-30 00:43:53
1491,INJ-001,2024-02-11 08:00:00,2024-02-11 09:39:44,MAINTENANCE,부품 교체,계획정지,OP009,,2026-01-30 00:43:53
1492,INJ-001,2024-02-11 09:48:44,2024-02-11 11:08:59,RUNNING,,,OP010,,2026-01-30 00:43:53
1493,INJ-001,2024-02-11 11:11:59,2024-02-11 12:48:39,RUNNING,,,OP001,,2026-01-30 00:43:53
1494,INJ-001,2024-02-11 12:53:39,2024-02-11 16:08:38,RUNNING,,,OP002,,2026-01-30 00:43:53
1495,INJ-001,2024-02-11 16:13:38,2024-02-11 18:58:41,RUNNING,,,OP002,,2026-01-30 00:43:53
1496,INJ-001,2024-02-11 18:59:41,2024-02-11 21:14:38,RUNNING,,,OP002,,2026-01-30 00:43:53
1497,INJ-001,2024-02-11 21:16:38,2024-02-11 23:59:59,RUNNING,,,OP005,,2026-01-30 00:43:53
1498,INJ-002,2024-02-11 08:00:00,2024-02-11 10:10:57,RUNNING,,,OP001,,2026-01-30 00:43:53
1499,INJ-002,2024-02-11 10:20:57,2024-02-11 10:41:01,SETUP,조정 작업,계획정지,OP002,,2026-01-30 00:43:53
1500,INJ-002,2024-02-11 10:49:01,2024-02-11 11:29:33,IDLE,점심시간,계획정지,OP003,,2026-01-30 00:43:53
1501,INJ-002,2024-02-11 11:30:33,2024-02-11 14:28:39,RUNNING,,,OP001,,2026-01-30 00:43:53
1502,INJ-002,2024-02-11 14:36:39,2024-02-11 16:14:42,RUNNING,,,OP002,,2026-01-30 00:43:53
1503,INJ-002,2024-02-11 16:15:42,2024-02-11 18:04:57,MAINTENANCE,정기 점검,계획정지,OP009,,2026-01-30 00:43:53
1504,PRESS-001,2024-02-11 08:00:00,2024-02-11 09:32:02,RUNNING,,,OP003,,2026-01-30 00:43:53
1505,PRESS-001,2024-02-11 09:39:02,2024-02-11 11:08:22,RUNNING,,,OP002,,2026-01-30 00:43:53
1506,PRESS-001,2024-02-11 11:15:22,2024-02-11 12:37:04,RUNNING,,,OP002,,2026-01-30 00:43:53
1507,PRESS-001,2024-02-11 12:45:04,2024-02-11 13:14:18,IDLE,전공정 대기,기타,OP002,,2026-01-30 00:43:53
1508,PRESS-001,2024-02-11 13:16:18,2024-02-11 14:10:48,IDLE,점심시간,계획정지,OP010,,2026-01-30 00:43:53
1509,PRESS-001,2024-02-11 14:18:48,2024-02-11 15:35:03,RUNNING,,,OP010,,2026-01-30 00:43:53
1510,PRESS-001,2024-02-11 15:42:03,2024-02-11 15:58:30,IDLE,점심시간,계획정지,OP010,,2026-01-30 00:43:53
1511,PRESS-001,2024-02-11 16:07:30,2024-02-11 19:09:16,RUNNING,,,OP010,,2026-01-30 00:43:53
1512,PRESS-001,2024-02-11 19:12:16,2024-02-11 19:38:13,IDLE,휴식,계획정지,OP001,,2026-01-30 00:43:53
1513,PRESS-002,2024-02-11 08:00:00,2024-02-11 08:44:50,IDLE,작업 지시 대기,기타,OP002,,2026-01-30 00:43:53
1514,PRESS-002,2024-02-11 08:49:50,2024-02-11 09:28:17,IDLE,전공정 대기,기타,OP001,,2026-01-30 00:43:53
1515,PRESS-002,2024-02-11 09:29:17,2024-02-11 11:43:38,RUNNING,,,OP010,,2026-01-30 00:43:53
1516,PRESS-002,2024-02-11 11:51:38,2024-02-11 13:55:37,RUNNING,,,OP003,,2026-01-30 00:43:53
1517,PRESS-002,2024-02-11 14:05:37,2024-02-11 15:26:07,RUNNING,,,OP001,,2026-01-30 00:43:53
1518,PRESS-002,2024-02-11 15:34:07,2024-02-11 19:05:51,RUNNING,,,OP002,,2026-01-30 00:43:53
1519,ASM-001,2024-02-11 08:00:00,2024-02-11 09:56:30,RUNNING,,,OP003,,2026-01-30 00:43:53
1520,ASM-001,2024-02-11 10:04:30,2024-02-11 10:26:38,IDLE,전공정 대기,기타,OP002,,2026-01-30 00:43:53
1521,ASM-001,2024-02-11 10:28:38,2024-02-11 11:06:17,IDLE,자재 대기,자재대기,OP010,,2026-01-30 00:43:53
1522,ASM-001,2024-02-11 11:07:17,2024-02-11 12:38:12,RUNNING,,,OP001,,2026-01-30 00:43:53
1523,ASM-001,2024-02-11 12:46:12,2024-02-11 16:22:35,RUNNING,,,OP010,,2026-01-30 00:43:53
1524,ASM-001,2024-02-11 16:32:35,2024-02-11 18:34:44,MAINTENANCE,오일 교환,계획정지,OP009,,2026-01-30 00:43:53
1525,INJ-001,2024-02-12 08:00:00,2024-02-12 09:02:29,RUNNING,,,OP002,,2026-01-30 00:43:53
1526,INJ-001,2024-02-12 09:04:29,2024-02-12 09:26:32,IDLE,작업 지시 대기,기타,OP001,,2026-01-30 00:43:53
1527,INJ-001,2024-02-12 09:29:32,2024-02-12 13:01:07,RUNNING,,,OP010,,2026-01-30 00:43:53
1528,INJ-001,2024-02-12 13:10:07,2024-02-12 16:28:39,RUNNING,,,OP003,,2026-01-30 00:43:53
1529,INJ-001,2024-02-12 16:31:39,2024-02-12 17:52:37,RUNNING,,,OP001,,2026-01-30 00:43:53
1530,INJ-001,2024-02-12 17:55:37,2024-02-12 18:57:23,MAINTENANCE,부품 교체,계획정지,OP009,,2026-01-30 00:43:53
1531,INJ-001,2024-02-12 19:05:23,2024-02-12 20:58:27,RUNNING,,,OP002,,2026-01-30 00:43:53
1532,INJ-001,2024-02-12 21:05:27,2024-02-12 22:23:56,RUNNING,,,OP004,,2026-01-30 00:43:53
1533,INJ-002,2024-02-12 08:00:00,2024-02-12 08:13:46,IDLE,휴식,계획정지,OP003,,2026-01-30 00:43:53
1534,INJ-002,2024-02-12 08:20:46,2024-02-12 10:02:31,RUNNING,,,OP010,,2026-01-30 00:43:53
1535,INJ-002,2024-02-12 10:03:31,2024-02-12 12:47:16,RUNNING,,,OP010,,2026-01-30 00:43:53
1536,INJ-002,2024-02-12 12:56:16,2024-02-12 16:36:19,RUNNING,,,OP010,,2026-01-30 00:43:53
1537,INJ-002,2024-02-12 16:38:19,2024-02-12 18:59:00,RUNNING,,,OP003,,2026-01-30 00:43:53
1538,INJ-002,2024-02-12 19:06:00,2024-02-12 22:16:44,RUNNING,,,OP003,,2026-01-30 00:43:53
1539,INJ-002,2024-02-12 22:24:44,2024-02-12 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
1540,PRESS-001,2024-02-12 08:00:00,2024-02-12 08:54:23,IDLE,점심시간,계획정지,OP002,,2026-01-30 00:43:53
1541,PRESS-001,2024-02-12 09:01:23,2024-02-12 09:51:46,IDLE,전공정 대기,기타,OP010,,2026-01-30 00:43:53
1542,PRESS-001,2024-02-12 09:54:46,2024-02-12 12:59:06,RUNNING,,,OP003,,2026-01-30 00:43:53
1543,PRESS-001,2024-02-12 13:01:06,2024-02-12 14:32:17,RUNNING,,,OP002,,2026-01-30 00:43:53
1544,PRESS-001,2024-02-12 14:35:17,2024-02-12 17:58:07,RUNNING,,,OP001,,2026-01-30 00:43:53
1545,PRESS-001,2024-02-12 18:06:07,2024-02-12 20:46:21,RUNNING,,,OP002,,2026-01-30 00:43:53
1546,PRESS-001,2024-02-12 20:47:21,2024-02-12 22:51:37,RUNNING,,,OP005,,2026-01-30 00:43:53
1547,PRESS-001,2024-02-12 22:54:37,2024-02-12 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:53
1548,PRESS-002,2024-02-12 08:00:00,2024-02-12 09:21:43,RUNNING,,,OP002,,2026-01-30 00:43:53
1549,PRESS-002,2024-02-12 09:25:43,2024-02-12 12:47:00,RUNNING,,,OP003,,2026-01-30 00:43:53
1550,PRESS-002,2024-02-12 12:48:00,2024-02-12 13:33:54,IDLE,작업 지시 대기,기타,OP001,,2026-01-30 00:43:53
1551,PRESS-002,2024-02-12 13:41:54,2024-02-12 14:31:25,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:53
1552,PRESS-002,2024-02-12 14:41:25,2024-02-12 15:17:46,IDLE,휴식,계획정지,OP001,,2026-01-30 00:43:53
1553,PRESS-002,2024-02-12 15:20:46,2024-02-12 19:04:45,RUNNING,,,OP002,,2026-01-30 00:43:53
1554,PRESS-002,2024-02-12 19:07:45,2024-02-12 19:54:55,IDLE,휴식,계획정지,OP010,,2026-01-30 00:43:53
1555,PRESS-002,2024-02-12 19:56:55,2024-02-12 21:57:09,RUNNING,,,OP003,,2026-01-30 00:43:53
1556,ASM-001,2024-02-12 08:00:00,2024-02-12 08:23:46,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:53
1557,ASM-001,2024-02-12 08:31:46,2024-02-12 09:47:07,RUNNING,,,OP002,,2026-01-30 00:43:53
1558,ASM-001,2024-02-12 09:53:07,2024-02-12 10:41:16,IDLE,작업 지시 대기,기타,OP002,,2026-01-30 00:43:53
1559,ASM-001,2024-02-12 10:50:16,2024-02-12 12:15:06,RUNNING,,,OP002,,2026-01-30 00:43:53
1560,ASM-001,2024-02-12 12:22:06,2024-02-12 16:03:45,RUNNING,,,OP010,,2026-01-30 00:43:53
1561,ASM-001,2024-02-12 16:12:45,2024-02-12 17:25:51,MAINTENANCE,정기 점검,계획정지,OP009,,2026-01-30 00:43:53
1562,INJ-001,2024-02-13 08:00:00,2024-02-13 10:57:17,BREAKDOWN,센서 오류,고장정지,OP009,,2026-01-30 00:43:53
1563,INJ-001,2024-02-13 11:00:17,2024-02-13 14:16:56,RUNNING,,,OP010,,2026-01-30 00:43:53
1564,INJ-001,2024-02-13 14:19:56,2024-02-13 15:52:50,BREAKDOWN,기계 파손,고장정지,OP009,,2026-01-30 00:43:53
1565,INJ-001,2024-02-13 16:01:50,2024-02-13 16:14:13,IDLE,전공정 대기,기타,OP003,,2026-01-30 00:43:53
1566,INJ-001,2024-02-13 16:19:13,2024-02-13 16:52:38,IDLE,작업 지시 대기,기타,OP010,,2026-01-30 00:43:53
1567,INJ-001,2024-02-13 16:56:38,2024-02-13 17:42:07,IDLE,휴식,계획정지,OP010,,2026-01-30 00:43:53
1568,INJ-001,2024-02-13 17:49:07,2024-02-13 18:26:54,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:53
1569,INJ-001,2024-02-13 18:33:54,2024-02-13 18:56:10,IDLE,작업 지시 대기,기타,OP003,,2026-01-30 00:43:53
1570,INJ-001,2024-02-13 19:05:10,2024-02-13 22:21:26,RUNNING,,,OP003,,2026-01-30 00:43:53
1571,INJ-001,2024-02-13 22:24:26,2024-02-13 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:53
1572,INJ-002,2024-02-13 08:00:00,2024-02-13 08:52:23,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:53
1573,INJ-002,2024-02-13 08:57:23,2024-02-13 10:19:40,RUNNING,,,OP003,,2026-01-30 00:43:53
1574,INJ-002,2024-02-13 10:21:40,2024-02-13 12:43:14,RUNNING,,,OP001,,2026-01-30 00:43:53
1575,INJ-002,2024-02-13 12:47:14,2024-02-13 13:16:03,IDLE,휴식,계획정지,OP002,,2026-01-30 00:43:53
1576,INJ-002,2024-02-13 13:21:03,2024-02-13 16:29:38,RUNNING,,,OP002,,2026-01-30 00:43:53
1577,INJ-002,2024-02-13 16:38:38,2024-02-13 17:55:53,SETUP,설정 변경,계획정지,OP002,,2026-01-30 00:43:53
1578,INJ-002,2024-02-13 18:01:53,2024-02-13 21:09:59,RUNNING,,,OP002,,2026-01-30 00:43:53
1579,INJ-002,2024-02-13 21:16:59,2024-02-13 23:33:28,RUNNING,,,OP004,,2026-01-30 00:43:53
1580,PRESS-001,2024-02-13 08:00:00,2024-02-13 10:06:28,RUNNING,,,OP001,,2026-01-30 00:43:53
1581,PRESS-001,2024-02-13 10:15:28,2024-02-13 13:52:26,RUNNING,,,OP010,,2026-01-30 00:43:53
1582,PRESS-001,2024-02-13 14:02:26,2024-02-13 18:01:48,RUNNING,,,OP010,,2026-01-30 00:43:53
1583,PRESS-001,2024-02-13 18:09:48,2024-02-13 18:46:05,IDLE,작업 지시 대기,기타,OP002,,2026-01-30 00:43:53
1584,PRESS-001,2024-02-13 18:54:05,2024-02-13 20:02:05,SETUP,설정 변경,계획정지,OP001,,2026-01-30 00:43:53
1585,PRESS-001,2024-02-13 20:10:05,2024-02-13 21:38:19,RUNNING,,,OP006,,2026-01-30 00:43:53
1586,PRESS-001,2024-02-13 21:47:19,2024-02-13 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
1587,PRESS-002,2024-02-13 08:00:00,2024-02-13 09:07:15,RUNNING,,,OP003,,2026-01-30 00:43:53
1588,PRESS-002,2024-02-13 09:10:15,2024-02-13 13:08:38,RUNNING,,,OP003,,2026-01-30 00:43:53
1589,PRESS-002,2024-02-13 13:13:38,2024-02-13 16:36:03,RUNNING,,,OP001,,2026-01-30 00:43:53
1590,PRESS-002,2024-02-13 16:39:03,2024-02-13 17:01:23,IDLE,전공정 대기,기타,OP003,,2026-01-30 00:43:53
1591,PRESS-002,2024-02-13 17:09:23,2024-02-13 18:21:33,RUNNING,,,OP003,,2026-01-30 00:43:53
1592,PRESS-002,2024-02-13 18:22:33,2024-02-13 21:04:23,RUNNING,,,OP003,,2026-01-30 00:43:53
1593,ASM-001,2024-02-13 08:00:00,2024-02-13 11:17:09,RUNNING,,,OP002,,2026-01-30 00:43:53
1594,ASM-001,2024-02-13 11:26:09,2024-02-13 14:26:15,RUNNING,,,OP010,,2026-01-30 00:43:53
1595,ASM-001,2024-02-13 14:29:15,2024-02-13 16:04:06,MAINTENANCE,오일 교환,계획정지,OP009,,2026-01-30 00:43:53
1596,ASM-001,2024-02-13 16:11:06,2024-02-13 20:03:33,RUNNING,,,OP001,,2026-01-30 00:43:53
1597,ASM-001,2024-02-13 20:11:33,2024-02-13 20:53:48,IDLE,자재 대기,자재대기,OP006,,2026-01-30 00:43:53
1598,ASM-001,2024-02-13 20:58:48,2024-02-13 23:54:42,RUNNING,,,OP004,,2026-01-30 00:43:53
1599,ASM-001,2024-02-13 23:56:42,2024-02-13 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:53
1600,INJ-001,2024-02-14 08:00:00,2024-02-14 10:30:28,RUNNING,,,OP010,,2026-01-30 00:43:53
1601,INJ-001,2024-02-14 10:31:28,2024-02-14 14:24:42,RUNNING,,,OP002,,2026-01-30 00:43:53
1602,INJ-001,2024-02-14 14:29:42,2024-02-14 14:53:47,SETUP,설정 변경,계획정지,OP010,,2026-01-30 00:43:53
1603,INJ-001,2024-02-14 15:02:47,2024-02-14 17:48:47,RUNNING,,,OP010,,2026-01-30 00:43:53
1604,INJ-001,2024-02-14 17:56:47,2024-02-14 19:29:02,BREAKDOWN,전기 이상,고장정지,OP009,,2026-01-30 00:43:53
1605,INJ-001,2024-02-14 19:38:02,2024-02-14 20:54:25,RUNNING,,,OP003,,2026-01-30 00:43:53
1606,INJ-001,2024-02-14 20:56:25,2024-02-14 22:22:20,RUNNING,,,OP005,,2026-01-30 00:43:53
1607,INJ-001,2024-02-14 22:27:20,2024-02-14 23:06:11,BREAKDOWN,전기 이상,고장정지,OP009,,2026-01-30 00:43:53
1608,INJ-001,2024-02-14 23:12:11,2024-02-14 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:53
1609,INJ-002,2024-02-14 08:00:00,2024-02-14 11:40:44,RUNNING,,,OP010,,2026-01-30 00:43:53
1610,INJ-002,2024-02-14 11:45:44,2024-02-14 12:55:04,RUNNING,,,OP001,,2026-01-30 00:43:53
1611,INJ-002,2024-02-14 12:59:04,2024-02-14 13:56:38,IDLE,점심시간,계획정지,OP010,,2026-01-30 00:43:53
1612,INJ-002,2024-02-14 14:01:38,2024-02-14 16:41:12,RUNNING,,,OP010,,2026-01-30 00:43:53
1613,INJ-002,2024-02-14 16:43:12,2024-02-14 19:37:14,RUNNING,,,OP010,,2026-01-30 00:43:53
1614,INJ-002,2024-02-14 19:38:14,2024-02-14 21:22:35,RUNNING,,,OP001,,2026-01-30 00:43:53
1615,PRESS-001,2024-02-14 08:00:00,2024-02-14 10:20:16,RUNNING,,,OP010,,2026-01-30 00:43:53
1616,PRESS-001,2024-02-14 10:29:16,2024-02-14 12:36:28,RUNNING,,,OP002,,2026-01-30 00:43:53
1617,PRESS-001,2024-02-14 12:39:28,2024-02-14 12:53:28,IDLE,점심시간,계획정지,OP010,,2026-01-30 00:43:53
1618,PRESS-001,2024-02-14 13:01:28,2024-02-14 13:16:21,IDLE,작업 지시 대기,기타,OP001,,2026-01-30 00:43:53
1619,PRESS-001,2024-02-14 13:24:21,2024-02-14 16:55:28,RUNNING,,,OP003,,2026-01-30 00:43:53
1620,PRESS-001,2024-02-14 17:02:28,2024-02-14 17:16:39,IDLE,작업 지시 대기,기타,OP003,,2026-01-30 00:43:53
1621,PRESS-001,2024-02-14 17:25:39,2024-02-14 18:41:48,RUNNING,,,OP003,,2026-01-30 00:43:53
1622,PRESS-002,2024-02-14 08:00:00,2024-02-14 08:41:18,IDLE,점심시간,계획정지,OP002,,2026-01-30 00:43:53
1623,PRESS-002,2024-02-14 08:47:18,2024-02-14 09:12:24,IDLE,전공정 대기,기타,OP010,,2026-01-30 00:43:53
1624,PRESS-002,2024-02-14 09:18:24,2024-02-14 13:11:01,RUNNING,,,OP010,,2026-01-30 00:43:53
1625,PRESS-002,2024-02-14 13:17:01,2024-02-14 16:13:23,RUNNING,,,OP002,,2026-01-30 00:43:53
1626,PRESS-002,2024-02-14 16:14:23,2024-02-14 19:56:38,RUNNING,,,OP001,,2026-01-30 00:43:53
1627,PRESS-002,2024-02-14 19:59:38,2024-02-14 23:16:53,RUNNING,,,OP010,,2026-01-30 00:43:53
1628,PRESS-002,2024-02-14 23:25:53,2024-02-14 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:53
1629,ASM-001,2024-02-14 08:00:00,2024-02-14 08:28:56,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:53
1630,ASM-001,2024-02-14 08:35:56,2024-02-14 09:47:10,MAINTENANCE,예방 정비,계획정지,OP009,,2026-01-30 00:43:53
1631,ASM-001,2024-02-14 09:53:10,2024-02-14 10:41:34,IDLE,자재 대기,자재대기,OP001,,2026-01-30 00:43:53
1632,ASM-001,2024-02-14 10:47:34,2024-02-14 14:13:05,RUNNING,,,OP003,,2026-01-30 00:43:53
1633,ASM-001,2024-02-14 14:17:05,2024-02-14 18:11:12,RUNNING,,,OP010,,2026-01-30 00:43:53
1634,ASM-001,2024-02-14 18:12:12,2024-02-14 19:13:29,RUNNING,,,OP002,,2026-01-30 00:43:53
1635,INJ-001,2024-02-15 08:00:00,2024-02-15 08:38:29,IDLE,점심시간,계획정지,OP002,,2026-01-30 00:43:53
1636,INJ-001,2024-02-15 08:48:29,2024-02-15 10:00:15,RUNNING,,,OP002,,2026-01-30 00:43:53
1637,INJ-001,2024-02-15 10:03:15,2024-02-15 12:45:24,BREAKDOWN,기계 파손,고장정지,OP009,,2026-01-30 00:43:53
1638,INJ-001,2024-02-15 12:50:24,2024-02-15 16:48:57,RUNNING,,,OP001,,2026-01-30 00:43:53
1639,INJ-001,2024-02-15 16:57:57,2024-02-15 17:58:18,RUNNING,,,OP010,,2026-01-30 00:43:53
1640,INJ-001,2024-02-15 18:05:18,2024-02-15 21:38:59,RUNNING,,,OP001,,2026-01-30 00:43:53
1641,INJ-002,2024-02-15 08:00:00,2024-02-15 08:35:47,IDLE,자재 대기,자재대기,OP010,,2026-01-30 00:43:53
1642,INJ-002,2024-02-15 08:44:47,2024-02-15 09:10:07,IDLE,작업 지시 대기,기타,OP001,,2026-01-30 00:43:53
1643,INJ-002,2024-02-15 09:17:07,2024-02-15 10:18:03,RUNNING,,,OP003,,2026-01-30 00:43:53
1644,INJ-002,2024-02-15 10:22:03,2024-02-15 14:20:18,RUNNING,,,OP001,,2026-01-30 00:43:53
1645,INJ-002,2024-02-15 14:24:18,2024-02-15 14:45:45,IDLE,자재 대기,자재대기,OP002,,2026-01-30 00:43:53
1646,INJ-002,2024-02-15 14:51:45,2024-02-15 15:56:46,RUNNING,,,OP001,,2026-01-30 00:43:53
1647,INJ-002,2024-02-15 16:03:46,2024-02-15 16:27:38,IDLE,전공정 대기,기타,OP003,,2026-01-30 00:43:53
1648,INJ-002,2024-02-15 16:35:38,2024-02-15 20:05:29,RUNNING,,,OP003,,2026-01-30 00:43:53
1649,INJ-002,2024-02-15 20:11:29,2024-02-15 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
1650,PRESS-001,2024-02-15 08:00:00,2024-02-15 10:52:33,RUNNING,,,OP001,,2026-01-30 00:43:53
1651,PRESS-001,2024-02-15 11:02:33,2024-02-15 14:47:34,RUNNING,,,OP001,,2026-01-30 00:43:53
1652,PRESS-001,2024-02-15 14:54:34,2024-02-15 18:15:26,RUNNING,,,OP001,,2026-01-30 00:43:53
1653,PRESS-001,2024-02-15 18:16:26,2024-02-15 18:31:36,IDLE,전공정 대기,기타,OP010,,2026-01-30 00:43:53
1654,PRESS-001,2024-02-15 18:32:36,2024-02-15 22:05:35,RUNNING,,,OP003,,2026-01-30 00:43:53
1655,PRESS-001,2024-02-15 22:12:35,2024-02-15 23:54:33,RUNNING,,,OP005,,2026-01-30 00:43:53
1656,PRESS-002,2024-02-15 08:00:00,2024-02-15 10:23:33,RUNNING,,,OP010,,2026-01-30 00:43:53
1657,PRESS-002,2024-02-15 10:30:33,2024-02-15 11:04:21,IDLE,전공정 대기,기타,OP001,,2026-01-30 00:43:53
1658,PRESS-002,2024-02-15 11:10:21,2024-02-15 12:28:50,RUNNING,,,OP001,,2026-01-30 00:43:53
1659,PRESS-002,2024-02-15 12:38:50,2024-02-15 13:21:25,IDLE,작업 지시 대기,기타,OP002,,2026-01-30 00:43:53
1660,PRESS-002,2024-02-15 13:26:25,2024-02-15 16:36:51,RUNNING,,,OP010,,2026-01-30 00:43:53
1661,PRESS-002,2024-02-15 16:44:51,2024-02-15 20:08:19,RUNNING,,,OP002,,2026-01-30 00:43:53
1662,PRESS-002,2024-02-15 20:09:19,2024-02-15 22:27:46,RUNNING,,,OP006,,2026-01-30 00:43:53
1663,PRESS-002,2024-02-15 22:33:46,2024-02-15 23:59:59,RUNNING,,,OP006,,2026-01-30 00:43:53
1664,ASM-001,2024-02-15 08:00:00,2024-02-15 09:52:23,RUNNING,,,OP003,,2026-01-30 00:43:53
1665,ASM-001,2024-02-15 09:53:23,2024-02-15 11:03:42,RUNNING,,,OP002,,2026-01-30 00:43:53
1666,ASM-001,2024-02-15 11:12:42,2024-02-15 11:34:05,IDLE,자재 대기,자재대기,OP003,,2026-01-30 00:43:53
1667,ASM-001,2024-02-15 11:38:05,2024-02-15 14:59:26,RUNNING,,,OP002,,2026-01-30 00:43:53
1668,ASM-001,2024-02-15 15:05:26,2024-02-15 18:10:29,RUNNING,,,OP010,,2026-01-30 00:43:53
1669,ASM-001,2024-02-15 18:18:29,2024-02-15 21:51:51,RUNNING,,,OP003,,2026-01-30 00:43:53
1670,ASM-001,2024-02-15 22:01:51,2024-02-15 22:18:53,IDLE,자재 대기,자재대기,OP004,,2026-01-30 00:43:53
1671,ASM-001,2024-02-15 22:19:53,2024-02-15 23:59:59,RUNNING,,,OP004,,2026-01-30 00:43:53
1672,INJ-001,2024-02-16 08:00:00,2024-02-16 10:26:32,RUNNING,,,OP002,,2026-01-30 00:43:53
1673,INJ-001,2024-02-16 10:32:32,2024-02-16 12:46:52,MAINTENANCE,부품 교체,계획정지,OP009,,2026-01-30 00:43:53
1674,INJ-001,2024-02-16 12:47:52,2024-02-16 14:52:18,RUNNING,,,OP001,,2026-01-30 00:43:53
1675,INJ-001,2024-02-16 15:01:18,2024-02-16 17:20:34,RUNNING,,,OP003,,2026-01-30 00:43:53
1676,INJ-001,2024-02-16 17:30:34,2024-02-16 18:48:22,MAINTENANCE,정기 점검,계획정지,OP009,,2026-01-30 00:43:53
1677,INJ-001,2024-02-16 18:51:22,2024-02-16 22:00:46,RUNNING,,,OP003,,2026-01-30 00:43:53
1678,INJ-001,2024-02-16 22:06:46,2024-02-16 22:37:26,SETUP,제품 변경,계획정지,OP004,,2026-01-30 00:43:53
1679,INJ-001,2024-02-16 22:42:26,2024-02-16 23:59:59,BREAKDOWN,유압 누유,고장정지,OP009,,2026-01-30 00:43:53
1680,INJ-002,2024-02-16 08:00:00,2024-02-16 08:50:51,IDLE,작업 지시 대기,기타,OP003,,2026-01-30 00:43:53
