param_id,record_date,shift,line,product_code,temperature_c,pressure_bar,spindle_speed_rpm,feed_rate_mmmin,coolant_flow_lmin,vibration_mms,has_defect
PP-00526,2024-02-24,주간,B라인,PRD-006,39.1,5.51,2680.0,181.4,13.1,0.366,1
PP-00527,2024-02-24,주간,C라인,PRD-001,39.7,4.91,2830.0,206.0,17.3,0.428,0
PP-00528,2024-02-24,주간,C라인,PRD-001,39.7,4.41,3339.0,173.8,17.5,,0
PP-00529,2024-02-26,주간,A라인,PRD-001,39.2,4.92,3003.0,190.1,12.3,0.639,0
PP-00530,2024-02-26,주간,A라인,PRD-001,44.3,5.11,2849.0,196.7,14.9,,0
PP-00531,2024-02-26,야간,A라인,PRD-004,42.3,4.68,3017.0,213.6,15.3,0.272,0
PP-00532,2024-02-26,야간,A라인,PRD-004,47.4,5.08,2913.0,218.3,,0.773,1
PP-00533,2024-02-26,주간,B라인,PRD-002,39.0,4.69,2917.0,180.7,15.1,0.321,0
PP-00534,2024-02-26,주간,B라인,PRD-002,38.4,4.23,3217.0,227.1,15.4,0.418,0
PP-00535,2024-02-26,야간,B라인,PRD-006,39.4,5.35,2886.0,175.5,15.6,,0
PP-00536,2024-02-26,야간,B라인,PRD-002,39.3,4.33,2545.0,209.2,15.6,0.16,0
PP-00537,2024-02-26,주간,C라인,PRD-001,37.0,5.06,2902.0,206.1,14.1,0.166,0
PP-00538,2024-02-26,주간,C라인,PRD-003,,5.14,3112.0,209.7,11.9,0.172,0
PP-00539,2024-02-26,야간,C라인,PRD-001,39.7,5.66,3072.0,232.8,13.2,0.168,0
PP-00540,2024-02-26,야간,C라인,PRD-001,45.6,4.84,3328.0,183.2,12.7,0.45,0
PP-00541,2024-02-27,주간,A라인,PRD-003,41.8,5.56,3110.0,197.0,16.3,0.798,0
PP-00542,2024-02-27,주간,A라인,PRD-001,42.6,5.35,3233.0,217.0,14.4,0.71,0
PP-00543,2024-02-27,야간,A라인,PRD-004,44.6,4.93,3196.0,213.1,15.6,0.307,0
PP-00544,2024-02-27,야간,A라인,PRD-003,46.7,5.02,2874.0,213.4,14.7,0.639,0
PP-00545,2024-02-27,주간,B라인,PRD-005,39.4,5.2,3168.0,189.9,12.9,0.115,0
PP-00546,2024-02-27,주간,B라인,PRD-005,40.0,4.7,2799.0,168.9,12.7,0.149,0
PP-00547,2024-02-27,야간,B라인,PRD-002,39.1,4.77,2806.0,202.5,15.5,0.111,0
PP-00548,2024-02-27,야간,B라인,PRD-002,,5.64,2911.0,198.2,14.9,0.188,0
PP-00549,2024-02-27,주간,C라인,PRD-005,39.1,4.96,2955.0,193.1,17.2,0.159,0
PP-00550,2024-02-27,주간,C라인,PRD-003,37.8,4.4,3020.0,250.7,14.5,0.101,0
PP-00551,2024-02-27,야간,C라인,PRD-005,37.9,5.4,2863.0,204.9,14.4,0.538,0
PP-00552,2024-02-27,야간,C라인,PRD-001,37.1,5.35,3072.0,171.1,11.8,0.181,0
PP-00553,2024-02-28,주간,A라인,PRD-001,43.2,4.99,2821.0,213.1,15.3,0.403,0
PP-00554,2024-02-28,주간,A라인,PRD-001,45.6,4.95,3190.0,190.4,15.9,0.313,0
PP-00555,2024-02-28,야간,A라인,PRD-003,43.1,4.75,3208.0,180.3,14.8,0.521,0
PP-00556,2024-02-28,야간,A라인,PRD-004,35.4,5.25,3126.0,208.9,17.2,0.579,0
PP-00557,2024-02-28,주간,B라인,PRD-005,36.7,5.09,3144.0,179.0,14.5,0.367,0
PP-00558,2024-02-28,주간,B라인,PRD-006,35.4,4.67,2964.0,210.8,12.9,0.161,0
PP-00559,2024-02-28,야간,B라인,PRD-006,36.1,5.94,2847.0,184.6,13.5,0.544,0
PP-00560,2024-02-28,야간,B라인,PRD-006,40.1,4.55,3159.0,209.4,18.8,0.204,0
PP-00561,2024-02-28,주간,C라인,PRD-005,38.7,4.3,3257.0,153.8,11.8,0.664,0
PP-00562,2024-02-28,주간,C라인,PRD-001,39.9,5.58,3403.0,188.1,14.0,0.179,0
PP-00563,2024-02-28,야간,C라인,PRD-001,42.8,4.81,2956.0,166.7,17.9,0.285,0
PP-00564,2024-02-28,야간,C라인,PRD-003,44.1,4.66,2976.0,202.4,13.7,0.501,0
PP-00565,2024-02-29,주간,A라인,PRD-003,40.2,5.43,3112.0,197.5,12.9,1.289,0
PP-00566,2024-02-29,주간,A라인,PRD-001,43.5,4.47,3267.0,210.5,11.6,0.273,0
PP-00567,2024-02-29,야간,A라인,PRD-004,39.6,5.53,3017.0,236.8,16.5,0.56,0
PP-00568,2024-02-29,야간,A라인,PRD-004,43.0,5.01,3225.0,169.5,16.8,0.41,0
PP-00569,2024-02-29,주간,B라인,PRD-006,40.3,4.63,3131.0,160.1,18.0,0.574,0
PP-00570,2024-02-29,주간,B라인,PRD-006,31.0,5.63,2873.0,199.2,20.0,0.52,0
PP-00571,2024-02-29,야간,B라인,PRD-002,32.9,4.95,3037.0,207.8,15.5,0.201,0
PP-00572,2024-02-29,야간,B라인,PRD-006,39.0,4.9,3012.0,224.9,16.0,0.572,0
PP-00573,2024-02-29,주간,C라인,PRD-003,38.5,4.83,3348.0,168.0,15.0,0.338,1
PP-00574,2024-02-29,주간,C라인,PRD-005,42.7,5.17,2927.0,176.3,16.0,0.289,0
PP-00575,2024-02-29,야간,C라인,PRD-001,38.8,5.45,2540.0,204.7,13.9,0.167,0
PP-00576,2024-02-29,야간,C라인,PRD-005,40.4,5.29,3009.0,201.9,15.5,0.234,0
PP-00577,2024-03-01,주간,A라인,PRD-001,45.3,4.77,3084.0,172.5,17.7,0.448,0
PP-00578,2024-03-01,주간,A라인,PRD-004,42.2,5.18,3055.0,207.8,15.3,0.526,0
PP-00579,2024-03-01,야간,A라인,PRD-003,39.6,5.64,2931.0,211.4,13.3,0.265,0
PP-00580,2024-03-01,야간,A라인,PRD-004,35.8,4.88,3078.0,215.4,13.9,0.453,0
PP-00581,2024-03-01,주간,B라인,PRD-006,36.4,5.03,2844.0,235.4,17.7,0.472,0
PP-00582,2024-03-01,주간,B라인,PRD-006,38.1,4.8,3470.0,222.1,16.9,0.112,0
PP-00583,2024-03-01,야간,B라인,PRD-002,39.3,4.34,2864.0,183.3,13.9,0.241,1
PP-00584,2024-03-01,야간,B라인,PRD-006,38.9,5.43,2853.0,221.0,13.9,0.947,0
PP-00585,2024-03-01,주간,C라인,PRD-003,40.3,5.23,3031.0,199.9,10.7,0.26,0
PP-00586,2024-03-01,주간,C라인,PRD-005,39.6,5.11,2982.0,226.3,16.0,0.415,0
PP-00587,2024-03-01,야간,C라인,PRD-001,41.1,4.56,2893.0,216.8,13.9,0.817,0
PP-00588,2024-03-01,야간,C라인,PRD-001,37.4,4.62,3186.0,214.9,15.5,0.376,0
PP-00589,2024-03-02,주간,A라인,PRD-003,43.5,4.45,3140.0,207.0,15.0,,0
PP-00590,2024-03-02,주간,A라인,PRD-004,41.2,5.42,2772.0,240.4,11.9,0.418,0
PP-00591,2024-03-02,주간,B라인,PRD-006,37.6,5.73,2818.0,199.0,17.2,0.143,0
PP-00592,2024-03-02,주간,B라인,PRD-006,39.0,4.67,3075.0,189.5,15.7,0.345,0
PP-00593,2024-03-02,주간,C라인,PRD-005,42.9,4.79,3045.0,185.8,16.0,0.623,0
PP-00594,2024-03-02,주간,C라인,PRD-003,40.7,4.84,2728.0,229.1,16.5,0.177,0
PP-00595,2024-03-04,주간,A라인,PRD-003,43.2,5.49,2975.0,176.6,11.8,0.33,0
PP-00596,2024-03-04,주간,A라인,PRD-003,39.2,4.57,2980.0,191.2,12.1,0.344,0
PP-00597,2024-03-04,야간,A라인,PRD-001,43.2,5.07,2894.0,198.0,17.3,0.764,0
PP-00598,2024-03-04,야간,A라인,PRD-001,46.7,4.78,2667.0,197.2,14.0,1.48,1
PP-00599,2024-03-04,주간,B라인,PRD-002,36.5,5.55,2805.0,203.5,14.8,0.302,0
PP-00600,2024-03-04,주간,B라인,PRD-006,39.1,5.14,3009.0,205.9,18.8,0.549,0
PP-00601,2024-03-04,야간,B라인,PRD-006,38.5,4.28,3111.0,227.6,13.4,0.101,0
PP-00602,2024-03-04,야간,B라인,PRD-006,37.1,5.26,2698.0,205.8,,0.444,1
PP-00603,2024-03-04,주간,C라인,PRD-003,39.5,5.02,3036.0,194.9,14.1,0.268,0
PP-00604,2024-03-04,주간,C라인,PRD-003,38.5,4.76,3301.0,176.4,15.9,0.15,0
PP-00605,2024-03-04,야간,C라인,PRD-003,43.0,5.87,2911.0,199.5,14.0,0.203,0
PP-00606,2024-03-04,야간,C라인,PRD-003,39.1,5.84,3063.0,187.9,8.7,0.29,0
PP-00607,2024-03-05,주간,A라인,PRD-003,42.6,4.28,2843.0,215.3,11.6,0.373,0
PP-00608,2024-03-05,주간,A라인,PRD-004,41.9,4.15,3224.0,192.2,12.6,0.451,0
PP-00609,2024-03-05,야간,A라인,PRD-003,40.5,5.11,2836.0,190.6,14.8,0.571,0
PP-00610,2024-03-05,야간,A라인,PRD-003,44.6,4.3,2437.0,171.0,13.2,0.341,1
PP-00611,2024-03-05,주간,B라인,PRD-005,39.2,5.35,3260.0,219.0,15.5,0.988,0
PP-00612,2024-03-05,주간,B라인,PRD-002,37.0,4.84,3037.0,220.0,15.4,0.778,0
PP-00613,2024-03-05,야간,B라인,PRD-006,37.0,5.52,2739.0,211.2,14.7,0.267,0
PP-00614,2024-03-05,야간,B라인,PRD-005,36.7,4.86,3178.0,194.3,13.5,0.19,0
PP-00615,2024-03-05,주간,C라인,PRD-003,39.9,5.53,3150.0,182.9,13.1,0.112,0
PP-00616,2024-03-05,주간,C라인,PRD-005,38.8,4.64,3211.0,186.2,17.4,0.315,0
PP-00617,2024-03-05,야간,C라인,PRD-003,43.4,4.86,3088.0,194.8,14.8,0.302,0
PP-00618,2024-03-05,야간,C라인,PRD-005,35.5,4.62,3076.0,210.1,12.7,0.258,0
PP-00619,2024-03-06,주간,A라인,PRD-004,32.8,4.5,3457.0,216.1,14.0,0.385,0
PP-00620,2024-03-06,주간,A라인,PRD-003,35.6,5.11,3080.0,157.7,13.2,1.095,0
PP-00621,2024-03-06,야간,A라인,PRD-001,46.8,5.63,3033.0,226.3,14.1,,0
PP-00622,2024-03-06,야간,A라인,PRD-003,40.9,4.85,3250.0,180.9,15.1,0.391,0
PP-00623,2024-03-06,주간,B라인,PRD-006,38.6,4.26,2966.0,208.2,12.6,0.133,0
PP-00624,2024-03-06,주간,B라인,PRD-005,38.8,5.44,2929.0,229.8,14.0,0.471,0
PP-00625,2024-03-06,야간,B라인,PRD-002,40.1,4.68,3066.0,175.0,9.1,0.206,0
PP-00626,2024-03-06,야간,B라인,PRD-006,39.8,4.88,2637.0,200.4,14.3,1.314,0
PP-00627,2024-03-06,주간,C라인,PRD-005,41.4,5.25,3089.0,229.2,12.7,0.407,0
PP-00628,2024-03-06,주간,C라인,PRD-005,43.6,4.62,3083.0,216.2,14.0,0.255,0
PP-00629,2024-03-06,야간,C라인,PRD-005,40.9,5.21,2945.0,209.9,14.4,0.656,0
PP-00630,2024-03-06,야간,C라인,PRD-005,40.2,5.42,2975.0,193.8,12.8,0.264,0
PP-00631,2024-03-07,주간,A라인,PRD-004,37.4,5.32,2857.0,155.9,17.5,0.486,0
PP-00632,2024-03-07,주간,A라인,PRD-004,44.0,4.7,3213.0,220.8,17.3,0.263,0
PP-00633,2024-03-07,야간,A라인,PRD-003,41.2,4.54,3117.0,209.5,13.2,0.284,0
PP-00634,2024-03-07,야간,A라인,PRD-003,39.2,5.32,2684.0,243.5,14.6,1.024,0
PP-00635,2024-03-07,주간,B라인,PRD-005,40.9,5.01,2989.0,210.9,14.8,0.441,0
PP-00636,2024-03-07,주간,B라인,PRD-002,42.8,5.45,3188.0,190.1,14.7,0.192,0
PP-00637,2024-03-07,야간,B라인,PRD-005,38.1,5.15,3138.0,186.5,12.0,0.107,0
PP-00638,2024-03-07,야간,B라인,PRD-006,39.8,4.47,3153.0,184.7,15.2,0.55,0
PP-00639,2024-03-07,주간,C라인,PRD-005,39.0,4.03,2993.0,213.2,13.9,0.112,0
PP-00640,2024-03-07,주간,C라인,PRD-005,40.3,5.66,3008.0,218.1,15.8,0.37,0
PP-00641,2024-03-07,야간,C라인,PRD-005,37.2,4.72,2959.0,169.1,13.3,0.146,0
PP-00642,2024-03-07,야간,C라인,PRD-005,40.3,3.82,3140.0,203.3,11.4,0.238,0
PP-00643,2024-03-08,주간,A라인,PRD-001,46.9,4.53,3111.0,228.6,14.0,0.468,0
PP-00644,2024-03-08,주간,A라인,PRD-004,35.3,5.39,3091.0,229.9,14.4,0.517,0
PP-00645,2024-03-08,야간,A라인,PRD-003,42.0,5.68,2564.0,213.3,,0.957,0
PP-00646,2024-03-08,야간,A라인,PRD-004,39.4,5.55,3013.0,165.7,16.3,0.498,0
PP-00647,2024-03-08,주간,B라인,PRD-005,38.7,5.13,2981.0,202.1,14.2,0.195,0
PP-00648,2024-03-08,주간,B라인,PRD-006,33.3,4.83,2989.0,192.8,18.9,0.193,0
PP-00649,2024-03-08,야간,B라인,PRD-002,38.4,5.28,2975.0,215.0,13.3,0.303,0
PP-00650,2024-03-08,야간,B라인,PRD-006,41.4,4.77,3018.0,180.3,14.7,0.215,1
PP-00651,2024-03-08,주간,C라인,PRD-001,36.7,4.17,2608.0,188.9,13.5,0.262,0
PP-00652,2024-03-08,주간,C라인,PRD-003,38.3,4.47,3109.0,215.5,15.7,1.128,0
PP-00653,2024-03-08,야간,C라인,PRD-003,43.1,4.81,3011.0,222.0,13.3,0.549,0
PP-00654,2024-03-08,야간,C라인,PRD-003,40.2,4.72,3023.0,221.3,14.3,0.636,0
PP-00655,2024-03-09,주간,A라인,PRD-001,41.1,4.4,3024.0,190.5,14.4,0.498,0
PP-00656,2024-03-09,주간,A라인,PRD-003,38.6,5.16,2702.0,210.3,13.1,0.266,0
PP-00657,2024-03-09,주간,B라인,PRD-005,37.1,4.69,2824.0,186.6,12.6,1.043,0
PP-00658,2024-03-09,주간,B라인,PRD-002,39.8,4.78,2682.0,191.2,12.9,1.135,0
PP-00659,2024-03-09,주간,C라인,PRD-001,40.2,5.19,3156.0,170.1,16.7,0.215,0
PP-00660,2024-03-09,주간,C라인,PRD-001,36.7,5.79,3224.0,248.1,14.7,0.309,0
PP-00661,2024-03-11,주간,A라인,PRD-004,42.8,4.37,2735.0,207.0,14.6,0.416,0
PP-00662,2024-03-11,주간,A라인,PRD-001,47.4,5.35,3174.0,180.9,10.8,0.651,0
PP-00663,2024-03-11,야간,A라인,PRD-004,41.8,4.79,3077.0,228.7,15.1,0.582,0
PP-00664,2024-03-11,야간,A라인,PRD-004,44.3,5.32,3288.0,128.6,16.2,0.332,0
PP-00665,2024-03-11,주간,B라인,PRD-006,41.6,5.33,2919.0,169.6,16.1,0.316,0
PP-00666,2024-03-11,주간,B라인,PRD-005,38.5,4.52,2939.0,226.4,12.6,0.133,0
PP-00667,2024-03-11,야간,B라인,PRD-006,39.1,4.71,3095.0,194.7,16.1,0.101,0
PP-00668,2024-03-11,야간,B라인,PRD-002,35.8,5.38,3166.0,204.1,15.4,0.159,0
PP-00669,2024-03-11,주간,C라인,PRD-003,39.4,4.94,3064.0,189.9,13.6,,0
PP-00670,2024-03-11,주간,C라인,PRD-003,38.5,5.18,3089.0,189.8,15.0,0.217,0
PP-00671,2024-03-11,야간,C라인,PRD-001,40.6,4.88,2616.0,206.6,15.8,0.153,0
PP-00672,2024-03-11,야간,C라인,PRD-001,35.7,5.53,3213.0,211.6,14.4,0.575,0
PP-00673,2024-03-12,주간,A라인,PRD-004,45.6,5.29,2876.0,222.1,15.3,0.569,0
PP-00674,2024-03-12,주간,A라인,PRD-003,40.9,4.93,2949.0,190.6,19.3,0.347,0
PP-00675,2024-03-12,야간,A라인,PRD-003,46.0,4.29,3329.0,199.5,14.4,0.611,0
PP-00676,2024-03-12,야간,A라인,PRD-004,42.1,5.53,3339.0,173.9,13.7,1.661,0
PP-00677,2024-03-12,주간,B라인,PRD-002,36.5,5.24,2953.0,182.7,10.9,0.286,0
PP-00678,2024-03-12,주간,B라인,PRD-006,36.4,5.01,2950.0,190.6,14.6,0.129,1
PP-00679,2024-03-12,야간,B라인,PRD-006,37.7,4.48,3023.0,185.6,12.3,0.339,0
PP-00680,2024-03-12,야간,B라인,PRD-006,42.3,5.09,3199.0,204.6,14.5,0.151,0
PP-00681,2024-03-12,주간,C라인,PRD-003,39.4,5.05,3188.0,207.0,13.9,0.342,0
PP-00682,2024-03-12,주간,C라인,PRD-003,37.0,4.4,2683.0,214.6,15.2,1.351,0
PP-00683,2024-03-12,야간,C라인,PRD-003,39.2,5.69,3034.0,194.9,,0.295,0
PP-00684,2024-03-12,야간,C라인,PRD-001,38.4,5.05,3161.0,195.0,12.0,0.364,0
PP-00685,2024-03-13,주간,A라인,PRD-003,44.2,4.79,3018.0,190.1,12.7,0.327,0
PP-00686,2024-03-13,주간,A라인,PRD-003,44.2,4.62,2961.0,206.8,15.8,0.329,0
PP-00687,2024-03-13,야간,A라인,PRD-001,41.0,5.4,3463.0,187.6,15.5,0.283,0
PP-00688,2024-03-13,야간,A라인,PRD-001,42.9,4.51,3047.0,180.3,14.2,0.592,0
PP-00689,2024-03-13,주간,B라인,PRD-002,36.7,4.28,3124.0,204.7,14.9,0.342,0
PP-00690,2024-03-13,주간,B라인,PRD-005,36.4,4.93,3019.0,216.1,,0.61,0
PP-00691,2024-03-13,야간,B라인,PRD-002,36.8,5.62,2881.0,195.5,14.9,0.768,0
PP-00692,2024-03-13,야간,B라인,PRD-002,40.0,5.05,2965.0,222.2,15.5,0.395,0
PP-00693,2024-03-13,주간,C라인,PRD-005,39.4,4.96,2866.0,234.1,15.9,0.384,0
PP-00694,2024-03-13,주간,C라인,PRD-005,42.1,4.22,2841.0,201.2,14.5,0.381,0
PP-00695,2024-03-13,야간,C라인,PRD-001,36.2,5.08,2886.0,208.4,12.3,0.591,0
PP-00696,2024-03-13,야간,C라인,PRD-001,42.1,4.27,2936.0,196.3,13.2,0.106,0
PP-00697,2024-03-14,주간,A라인,PRD-001,39.9,3.87,2489.0,223.3,14.9,0.344,0
PP-00698,2024-03-14,주간,A라인,PRD-003,43.6,5.29,2973.0,197.1,14.0,0.359,0
PP-00699,2024-03-14,야간,A라인,PRD-001,44.3,4.58,2898.0,182.4,16.1,0.578,0
PP-00700,2024-03-14,야간,A라인,PRD-001,47.4,4.42,2550.0,177.2,15.0,0.708,0
PP-00701,2024-03-14,주간,B라인,PRD-005,41.0,6.24,2794.0,173.6,15.2,0.103,1
PP-00702,2024-03-14,주간,B라인,PRD-006,33.6,4.55,2995.0,241.4,17.6,0.442,0
PP-00703,2024-03-14,야간,B라인,PRD-005,37.5,4.86,3048.0,138.0,15.6,0.226,0
PP-00704,2024-03-14,야간,B라인,PRD-002,38.1,5.31,2916.0,251.9,13.4,0.142,0
PP-00705,2024-03-14,주간,C라인,PRD-003,35.9,5.48,3113.0,184.7,15.6,0.501,0
PP-00706,2024-03-14,주간,C라인,PRD-003,38.9,5.35,3079.0,170.9,14.0,0.688,0
PP-00707,2024-03-14,야간,C라인,PRD-001,39.6,5.28,3053.0,171.5,17.1,0.181,0
PP-00708,2024-03-14,야간,C라인,PRD-005,36.4,4.84,3050.0,185.5,12.1,0.493,0
PP-00709,2024-03-15,주간,A라인,PRD-003,50.0,5.41,3089.0,175.6,15.5,0.474,0
PP-00710,2024-03-15,주간,A라인,PRD-004,41.9,4.46,3268.0,181.3,13.6,1.978,0
PP-00711,2024-03-15,야간,A라인,PRD-004,42.9,5.65,3134.0,185.0,16.5,1.532,1
PP-00712,2024-03-15,야간,A라인,PRD-001,34.7,5.19,3047.0,202.3,,0.291,0
PP-00713,2024-03-15,주간,B라인,PRD-002,39.9,5.13,2903.0,225.2,13.3,0.337,0
PP-00714,2024-03-15,주간,B라인,PRD-002,38.5,5.26,3140.0,255.2,13.0,,0
PP-00715,2024-03-15,야간,B라인,PRD-006,34.5,5.48,2919.0,162.5,14.5,1.148,0
PP-00716,2024-03-15,야간,B라인,PRD-005,39.9,4.55,3050.0,204.1,13.0,0.551,0
PP-00717,2024-03-15,주간,C라인,PRD-001,37.9,5.26,2779.0,204.7,14.0,0.249,0
PP-00718,2024-03-15,주간,C라인,PRD-005,46.1,5.28,2810.0,194.6,16.6,0.474,0
PP-00719,2024-03-15,야간,C라인,PRD-003,39.9,5.06,2676.0,180.6,12.9,2.565,0
PP-00720,2024-03-15,야간,C라인,PRD-003,41.5,5.03,2872.0,187.9,13.1,0.105,0
PP-00721,2024-03-16,주간,A라인,PRD-003,43.2,5.12,2882.0,205.7,15.7,0.598,0
PP-00722,2024-03-16,주간,A라인,PRD-003,45.1,4.58,3200.0,223.3,16.4,0.312,1
PP-00723,2024-03-16,주간,B라인,PRD-005,37.1,4.92,2920.0,162.2,15.5,0.424,0
PP-00724,2024-03-16,주간,B라인,PRD-006,36.6,6.16,2571.0,175.4,15.1,0.159,0
PP-00725,2024-03-16,주간,C라인,PRD-001,46.1,5.02,2853.0,192.4,14.7,0.136,0
PP-00726,2024-03-16,주간,C라인,PRD-001,47.8,4.78,2567.0,193.6,15.9,0.712,0
PP-00727,2024-03-18,주간,A라인,PRD-003,38.4,5.56,3024.0,186.4,14.0,0.359,0
PP-00728,2024-03-18,주간,A라인,PRD-004,43.6,4.89,2882.0,201.1,14.3,1.551,0
PP-00729,2024-03-18,야간,A라인,PRD-003,37.9,4.88,2811.0,196.2,16.0,0.261,1
PP-00730,2024-03-18,야간,A라인,PRD-003,36.5,4.54,2821.0,200.0,15.3,0.437,0
PP-00731,2024-03-18,주간,B라인,PRD-005,39.2,5.23,2981.0,226.6,12.0,0.747,0
PP-00732,2024-03-18,주간,B라인,PRD-005,38.4,5.34,3202.0,191.3,17.9,0.344,0
PP-00733,2024-03-18,야간,B라인,PRD-005,36.7,5.19,2637.0,210.9,14.5,0.194,0
PP-00734,2024-03-18,야간,B라인,PRD-002,36.7,5.59,2743.0,173.9,12.7,0.174,0
PP-00735,2024-03-18,주간,C라인,PRD-005,32.1,5.5,2759.0,197.4,11.3,0.713,0
PP-00736,2024-03-18,주간,C라인,PRD-001,39.3,5.46,3314.0,205.7,19.2,1.01,0
PP-00737,2024-03-18,야간,C라인,PRD-003,40.2,5.2,2719.0,210.3,14.4,0.136,0
PP-00738,2024-03-18,야간,C라인,PRD-001,38.5,4.99,2938.0,193.6,12.2,0.569,0
PP-00739,2024-03-19,주간,A라인,PRD-001,46.0,4.59,3063.0,173.6,16.6,0.591,0
PP-00740,2024-03-19,주간,A라인,PRD-003,44.8,4.81,3150.0,195.3,15.7,0.978,0
PP-00741,2024-03-19,야간,A라인,PRD-004,37.6,4.48,3015.0,194.4,13.3,0.591,0
PP-00742,2024-03-19,야간,A라인,PRD-003,45.4,4.17,3212.0,181.1,17.2,,0
PP-00743,2024-03-19,주간,B라인,PRD-006,38.2,5.68,2901.0,197.0,13.2,0.195,1
PP-00744,2024-03-19,주간,B라인,PRD-005,41.6,3.9,3003.0,227.5,14.5,0.333,0
PP-00745,2024-03-19,야간,B라인,PRD-002,36.7,4.59,3058.0,224.0,14.1,0.503,0
PP-00746,2024-03-19,야간,B라인,PRD-005,38.8,5.58,3014.0,186.8,11.2,,0
PP-00747,2024-03-19,주간,C라인,PRD-005,41.5,4.5,3084.0,235.9,14.3,0.369,0
PP-00748,2024-03-19,주간,C라인,PRD-005,39.8,5.17,3124.0,201.0,17.2,0.162,0
PP-00749,2024-03-19,야간,C라인,PRD-005,,5.63,3415.0,198.5,15.0,,0
PP-00750,2024-03-19,야간,C라인,PRD-001,43.0,6.03,2984.0,204.2,13.9,0.511,0
PP-00751,2024-03-20,주간,A라인,PRD-003,30.7,5.25,2867.0,202.6,15.3,0.719,0
PP-00752,2024-03-20,주간,A라인,PRD-003,40.1,4.69,2912.0,191.5,11.8,0.359,0
PP-00753,2024-03-20,야간,A라인,PRD-004,37.1,4.44,3256.0,199.3,11.6,0.311,0
PP-00754,2024-03-20,야간,A라인,PRD-003,39.3,4.6,2629.0,188.1,11.7,1.73,0
PP-00755,2024-03-20,주간,B라인,PRD-005,39.6,4.86,2811.0,208.1,17.7,0.369,0
PP-00756,2024-03-20,주간,B라인,PRD-002,33.2,4.88,2635.0,217.2,15.6,0.611,0
PP-00757,2024-03-20,야간,B라인,PRD-002,37.8,5.51,3172.0,224.4,17.5,0.335,0
PP-00758,2024-03-20,야간,B라인,PRD-002,38.0,4.59,2901.0,224.4,12.1,0.114,0
PP-00759,2024-03-20,주간,C라인,PRD-005,41.8,4.75,3070.0,179.8,18.4,0.146,0
PP-00760,2024-03-20,주간,C라인,PRD-001,36.5,5.5,2846.0,215.3,14.6,0.142,0
PP-00761,2024-03-20,야간,C라인,PRD-003,41.1,5.11,2892.0,192.8,16.1,0.252,0
PP-00762,2024-03-20,야간,C라인,PRD-005,40.6,5.27,3076.0,213.6,15.5,1.029,0
PP-00763,2024-03-21,주간,A라인,PRD-001,42.5,5.51,2641.0,224.4,16.9,0.45,0
PP-00764,2024-03-21,주간,A라인,PRD-001,36.4,4.93,3079.0,209.5,16.0,0.292,0
PP-00765,2024-03-21,야간,A라인,PRD-003,43.1,4.78,3271.0,170.8,17.3,1.072,0
PP-00766,2024-03-21,야간,A라인,PRD-003,,4.7,3182.0,192.6,16.3,0.273,0
PP-00767,2024-03-21,주간,B라인,PRD-005,38.3,5.28,3302.0,218.3,15.5,0.23,0
PP-00768,2024-03-21,주간,B라인,PRD-002,37.5,4.9,3122.0,189.6,14.6,0.526,0
PP-00769,2024-03-21,야간,B라인,PRD-006,39.1,4.8,3075.0,214.7,15.9,0.394,0
PP-00770,2024-03-21,야간,B라인,PRD-006,37.5,4.58,2795.0,205.6,14.4,0.119,0
PP-00771,2024-03-21,주간,C라인,PRD-001,40.2,4.82,3015.0,215.3,15.2,0.114,0
PP-00772,2024-03-21,주간,C라인,PRD-001,41.0,5.96,3204.0,190.4,12.7,0.932,0
PP-00773,2024-03-21,야간,C라인,PRD-001,39.7,4.61,3231.0,181.8,13.4,0.308,0
PP-00774,2024-03-21,야간,C라인,PRD-005,36.7,5.68,2797.0,219.7,13.8,0.302,0
PP-00775,2024-03-22,주간,A라인,PRD-004,41.6,5.25,3308.0,231.1,14.6,0.663,0
PP-00776,2024-03-22,주간,A라인,PRD-001,45.4,3.97,2908.0,171.3,16.8,0.417,0
PP-00777,2024-03-22,야간,A라인,PRD-004,47.1,4.96,3150.0,224.4,17.6,1.348,0
PP-00778,2024-03-22,야간,A라인,PRD-003,45.7,3.94,2607.0,220.3,13.0,1.374,0
PP-00779,2024-03-22,주간,B라인,PRD-002,36.0,5.58,2811.0,211.8,12.5,0.703,0
PP-00780,2024-03-22,주간,B라인,PRD-005,37.6,5.44,3291.0,213.0,15.3,0.104,0
PP-00781,2024-03-22,야간,B라인,PRD-005,38.1,5.38,3038.0,185.4,12.5,1.229,1
PP-00782,2024-03-22,야간,B라인,PRD-005,37.2,4.84,2762.0,194.1,16.5,0.709,0
PP-00783,2024-03-22,주간,C라인,PRD-003,37.8,6.51,2836.0,155.4,16.1,0.571,0
PP-00784,2024-03-22,주간,C라인,PRD-001,45.0,5.31,2928.0,202.8,14.1,0.232,0
PP-00785,2024-03-22,야간,C라인,PRD-003,41.6,5.2,2966.0,195.4,12.9,0.112,0
PP-00786,2024-03-22,야간,C라인,PRD-005,39.6,4.93,3047.0,193.6,15.8,0.35,0
PP-00787,2024-03-23,주간,A라인,PRD-004,42.4,5.2,3333.0,198.2,17.7,0.767,0
PP-00788,2024-03-23,주간,A라인,PRD-003,39.0,4.63,2710.0,188.3,17.0,0.26,1
